,d1,d2,d3,d4,d5,d6,d7,d8,global_id
0,-4.262943201293957,-0.2065338227757112,-2.7334918494880034,-1.7460674908202793,2.247284897509819,-2.2937983512708318,-0.10072912346655838,3.359717397706147,153
1,-1.6853483678000583,3.063714398470201,-1.4129482191543896,-1.0592515274691743,3.4768437401444547,-1.5295708863320399,-0.1216304992727153,2.899302474818297,152
2,-0.9130785757710251,3.912053042175952,-0.4877999980088732,0.7098405163700966,2.952383998060668,-0.07779527440156364,-1.4594541699103518,2.5888683211864962,151
3,0.152209677980913,4.366548303444705,0.6331303591166956,1.5746837030520122,2.764467933605081,0.5899907521070812,-2.108952569412872,1.9746197603640376,150
4,1.1579728780543252,4.608749204540198,1.5560016810426207,2.060807153601815,2.6498398465389044,0.9461145361978572,-2.451366586233296,1.2762589542950094,155
5,-0.015466758805811665,3.10423489443089,-2.432921857272363,-1.19803164809222,-0.45118579017288174,-0.12294780454630194,4.349817503850367,1.4366849652751386,17
6,-2.1909055714065535,-1.9150724457505588,0.053691339157580675,-1.912873192888414,-2.026668593629322,-2.338181001404654,4.8991632942303,0.9062000293773255,18
7,0.7449365420817937,4.082165159140658,-1.8682580016211994,0.6933241539244729,-1.1592111162687837,1.4290504986871029,2.823492257232847,1.0883159733447842,16
8,1.8568451637856083,4.454198324210262,-0.27329286262233987,1.618827419523144,-1.16926042915082,1.9042956690893935,1.397125659778937,0.06810046447971857,27
9,3.1373496931628146,4.120774795198325,1.3954623853339196,1.3060216190361458,-0.8111686405458413,1.2143152825633217,0.4774780148011716,-1.6079687128176314,20
10,0.6704480708481275,1.101396924040522,0.9701468953329634,-0.07007833126004095,3.722354396036812,1.9758064543608245,-3.1308425959088524,0.05177725448384951,149
11,2.1746790190133325,2.3466286526319897,1.2579871128739089,1.3612984047859011,2.6501697926202796,2.8025463310452863,-3.3737702994595815,-0.16760270001013322,148
12,2.9990233820804026,2.7642845738098765,1.6261921420748895,1.6145085399050463,2.3446108573459092,2.775698060816419,-3.2567859038390505,-0.5224653470770224,160
13,2.4385331960055874,-0.9441569189679191,2.4864264791986512,-0.764895250212505,3.10742916115698,-0.7929199553475671,-0.21300285916969725,-1.1658614510753695,167
14,3.12174727699641,-3.258634126680562,3.0508965451962924,-0.8428331298914777,1.5285839079062098,-0.5970262824038968,-0.47527862398910803,-3.6065448695174327,169
15,0.2135379945799729,-1.2842414978706622,0.5328058600804286,-1.2359569803788983,2.5100769452218175,-0.8393561538441576,-1.281005508353279,-0.45331978268206763,8
16,3.894059593897313,-2.1618784655629564,3.1303657947771915,-0.22965044362663403,0.830002222836913,-0.06435224559168429,0.1565589130904007,-3.875983854236439,170
17,-0.624728922774074,-5.121394034674345,1.4716856438550492,-2.53687973342019,0.29175689149271883,-2.517068197594157,1.6071834521069635,-1.1591992045917987,9
18,2.54698431633755,-3.2188538389530184,1.8701274663383796,-2.0923843076809763,0.3942227378551771,0.7768570008949479,0.4616262859814265,-4.612733604152897,35
19,5.185911487446111,1.612838514774403,3.0386080189819396,1.67232582670501,-0.14463307436018527,2.656443957175341,-1.7522302054217291,-4.270762523750575,30
20,4.639153834791797,0.9040257888003284,2.844594263229022,1.0633121388204014,-0.04753866276413371,2.455023018941157,-1.3130273976697455,-4.2799799583228975,32
21,3.8168215431594623,0.037778413207276484,-1.080489652662471,0.7980513437020428,-2.8168854713647686,2.346903472228229,4.159239194177236,-2.5836080746722154,45
22,4.0656832058500605,1.3480244674596533,-0.3971234182830755,2.1310396956587687,-2.59624370599772,3.0516394367814224,2.9485846963111744,-2.1555378013718696,48
23,4.489508764869983,0.22214621996051037,1.3644644911686454,1.552643620101679,-1.748593069699426,1.9574285765896575,0.5342206109126899,-4.201395217953719,46
24,3.909380022045142,0.6797261024618081,-1.4798548590829106,0.9034166075954204,-3.239781662576098,2.382103869183373,4.632591141752883,-2.3289155148869343,49
25,-2.2551172640526436,-1.4366554180566098,-0.48930255865375416,-1.3008416874576991,3.028470044520979,-1.8728255186809477,-1.8180770947550748,0.9843908238326113,174
26,-1.583444330171011,0.9730788851289525,-0.8499222225290366,-1.3383131563089352,3.433635452613838,-1.8392458120393136,-0.5934925718292601,1.8534361149457907,175
27,-0.7457029435955351,2.9416417221437032,-1.485120885975108,-1.0579174544144876,2.722576152017741,-1.3211849139566185,0.805587886881467,2.3446165029502675,176
28,-5.125466888756307,-2.2412956501569097,-1.9363384088425377,-1.0055711254261344,0.3270784768537167,-1.811653638563019,-0.1761753215916319,2.646702845005257,102
29,-3.3260300841556707,-2.428981407564456,1.0450177706981798,0.1753943920156471,0.09459315797579926,-1.8189480119949326,1.927380170860193,2.331888176661648,108
30,-3.4326441831397663,-2.414642809482084,1.0266964497028397,0.187030389431867,0.12536647703718645,-1.8490373838576566,1.8980172658566272,2.436446047130448,107
31,-3.1701234604144206,-1.5883262522111865,0.6428590846844817,1.0138496159615804,0.5158052625362509,-1.0478688818929331,-0.2411653123807042,3.355002063051985,116
32,-3.2731875321435164,-1.6150660706287217,0.4148950721729364,0.8583776082158694,0.5126077765742585,-1.1445688512951906,-0.24097090813724614,3.4274486642469095,106
33,-3.8018202757611617,-0.4019714062938363,-0.10769300392130875,-0.5189211497086987,0.6797606878151441,0.1602971463393259,0.556037819499667,2.201932495206072,118
34,-2.905646432024528,-3.698129544863375,1.355394950868964,-2.3908180818419966,-0.7082472894357511,-3.4342351953874273,4.029805776470264,0.8380926825930733,122
35,-2.724635071876431,-3.9059337364253537,1.3281641642499464,-2.4808204617471104,-0.9085141920345667,-3.3877945436428165,4.060948174148549,0.4486490822332754,123
36,0.6797121749367652,2.1109371468991798,-1.4227740756865046,-0.9816317845817959,0.2209524804977271,-0.023967307602036136,3.6057758387451893,0.5322753079224496,75
37,0.7476623684316217,0.6381947218996604,-0.5141056377222923,-0.6232796397218323,-0.456718774261464,0.22596866475002575,3.2297749136532765,-0.5361440378161613,76
38,-0.8124109219977523,-2.3069802393579466,0.8659145579669123,-0.9588658869939766,-0.863439066062835,-0.8927585495086201,2.6135441391436687,-0.8854508972827532,128
39,-2.691173804032508,-4.12054913501204,0.6467182876143049,-2.5948718373530735,-1.851119175429983,-3.231379173050423,4.502229476892434,-0.105339728722595,133
40,0.8003188139440551,-3.2938029889999427,0.6822776232804356,2.6491046642599385,-2.9532169300133675,0.9943662554455526,0.5990906113324674,-2.156888255777986,244
41,0.27077956847662166,-4.301971583105847,1.3534236090345253,1.6259112108181475,-2.358357054080633,-0.02710557673596581,1.171287429437812,-2.3178972670724427,250
